,发卡行名称,长度,取值,卡种
1161,招商银行,16,622578,贷记卡
1162,招商银行,16,402658,借记卡
1163,招商银行,16,410062,借记卡
1164,招商银行,16,468203,借记卡
1165,招商银行,16,479228,贷记卡
1166,招商银行,16,512425,借记卡
1167,招商银行,16,524011,借记卡
1168,招商银行,16,545619,贷记卡
1169,招商银行,16,545620,贷记卡
1170,招商银行,16,545621,贷记卡
1171,招商银行,16,545623,贷记卡
1172,招商银行,16,545947,贷记卡
1173,招商银行,16,545948,贷记卡
1174,招商银行,16,552587,贷记卡
1175,招商银行,19,620520,预付费卡
1176,招商银行,16,621286,借记卡
1177,招商银行,16,621483,借记卡
1178,招商银行,16,621485,借记卡
1179,招商银行,16,621486,借记卡
1180,招商银行,16,622577,贷记卡
1181,招商银行,16,622579,贷记卡
1182,招商银行,16,622580,借记卡
1183,招商银行,16,622582,贷记卡
1184,招商银行,16,622588,借记卡
1185,招商银行,16,622598,借记卡
1186,招商银行,16,622609,借记卡
1187,招商银行,18,690755,借记卡
1188,招商银行,16,623126,借记卡
1189,招商银行,16,623136,借记卡
1190,招商银行,16,623262,借记卡
1191,招商银行,16,625657,贷记卡
1192,招商银行,19,62326536,借记卡
1193,招商银行信用卡中心,15,370285,贷记卡
1194,招商银行信用卡中心,15,370286,贷记卡
1195,招商银行信用卡中心,15,370287,贷记卡
1196,招商银行信用卡中心,15,370289,贷记卡
1197,招商银行信用卡中心,16,439225,贷记卡
1198,招商银行信用卡中心,16,518710,贷记卡
1199,招商银行信用卡中心,16,518718,贷记卡
1200,招商银行信用卡中心,16,628362,贷记卡
1201,招商银行信用卡中心,16,439226,贷记卡
1202,招商银行信用卡中心,16,628262,贷记卡
1203,招商银行信用卡中心,16,625802,贷记卡
1204,招商银行信用卡中心,16,625803,贷记卡
1205,招商银行香港分行,16,621299,借记卡
1206,兴业银行,16,90592,借记卡
1207,兴业银行,18,966666,借记卡
1208,兴业银行,18,622909,借记卡
1209,兴业银行,18,622908,借记卡
1210,兴业银行,18,438588,借记卡
1211,兴业银行,18,438589,借记卡
1212,兴业银行,17,623287,借记卡
1213,兴业银行,16,461982,贷记卡
1214,兴业银行,16,486493,贷记卡
1215,兴业银行,16,486494,贷记卡
1216,兴业银行,16,486861,贷记卡
1217,兴业银行,16,523036,贷记卡
1218,兴业银行,16,451289,贷记卡
1219,兴业银行,16,527414,贷记卡
1220,兴业银行,16,528057,贷记卡
1221,兴业银行,16,622901,贷记卡
1222,兴业银行,16,622902,贷记卡
1223,兴业银行,16,622922,贷记卡
1224,兴业银行,16,628212,贷记卡
1225,兴业银行,16,451290,贷记卡
1226,兴业银行,16,524070,贷记卡
1227,兴业银行,16,625084,贷记卡
1228,兴业银行,16,625085,贷记卡
1229,兴业银行,16,625086,贷记卡
1230,兴业银行,16,625087,贷记卡
1231,兴业银行,16,548738,贷记卡
1232,兴业银行,16,549633,贷记卡
1233,兴业银行,16,552398,贷记卡
1234,兴业银行,16,625082,贷记卡
1235,兴业银行,16,625083,贷记卡
1236,兴业银行,16,625960,贷记卡
1237,兴业银行,16,625961,贷记卡
1238,兴业银行,16,625962,贷记卡
1239,兴业银行,16,625963,贷记卡
1240,兴业银行,16,625353,贷记卡
1241,兴业银行,16,625356,贷记卡
1242,兴业银行,16,622571,贷记卡
1243,兴业银行,16,622572,贷记卡
1244,兴业银行,16,622573,贷记卡
1245,兴业银行,16,622591,贷记卡
1246,兴业银行,16,622592,贷记卡
1247,兴业银行,16,622593,贷记卡
1248,浦东发展银行,16,356851,贷记卡
1249,浦东发展银行,16,356852,贷记卡
1250,浦东发展银行,16,404738,贷记卡
1251,浦东发展银行,16,404739,贷记卡
1252,浦东发展银行,16,456418,贷记卡
1253,浦东发展银行,16,498451,贷记卡
1254,浦东发展银行,16,515672,贷记卡
1255,浦东发展银行,16,356850,贷记卡
1256,浦东发展银行,16,517650,贷记卡
1257,浦东发展银行,16,525998,贷记卡
1258,浦东发展银行,16,622177,贷记卡
1259,浦东发展银行,16,622277,贷记卡
1260,浦东发展银行,16,622516,借记卡
1261,浦东发展银行,16,622517,借记卡
1262,浦东发展银行,16,622518,借记卡
1263,浦东发展银行,16,622520,准贷记卡
1264,浦东发展银行,16,622521,借记卡
1265,浦东发展银行,16,622522,借记卡
1266,浦东发展银行,16,622523,借记卡
1267,浦东发展银行,16,628222,贷记卡
1268,浦东发展银行,16,84301,借记卡
1269,浦东发展银行,16,84336,借记卡
1270,浦东发展银行,16,84373,借记卡
1271,浦东发展银行,16,628221,贷记卡
1272,浦东发展银行,16,84390,借记卡
1273,浦东发展银行,16,87000,借记卡
1274,浦东发展银行,16,87010,借记卡
1275,浦东发展银行,16,87030,借记卡
1276,浦东发展银行,16,87040,借记卡
1277,浦东发展银行,16,84380,借记卡
1278,浦东发展银行,16,984301,借记卡
1279,浦东发展银行,16,984303,借记卡
1280,浦东发展银行,16,84361,借记卡
1281,浦东发展银行,16,87050,借记卡
1282,浦东发展银行,16,622176,贷记卡
1283,浦东发展银行,16,622276,贷记卡
1284,浦东发展银行,16,622228,贷记卡
1285,浦东发展银行,16,621351,借记卡
1286,浦东发展银行,16,621390,借记卡
1287,浦东发展银行,16,621792,借记卡
1288,浦东发展银行,16,625957,贷记卡
1289,浦东发展银行,16,625958,贷记卡
1290,浦东发展银行,16,621791,借记卡
1291,浦东发展银行,16,84342,借记卡
1292,浦东发展银行,19,620530,预付费卡
1293,浦东发展银行,16,625993,贷记卡
1294,浦东发展银行,16,622519,准贷记卡
1295,浦东发展银行,16,621793,借记卡
1296,浦东发展银行,16,621795,借记卡
1297,浦东发展银行,16,621796,借记卡
1298,浦东发展银行,16,622500,贷记卡
1299,浦东发展银行,16,623250,借记卡
1300,浦东发展银行,16,621352,借记卡
1301,浦东发展银行,16,84385,借记卡
1302,恒丰银行,19,623078,借记卡
1303,恒丰银行,17,622384,借记卡
1304,恒丰银行,17,940034,借记卡
1305,浙商银行,19,621019,借记卡
1306,浙商银行,19,622309,借记卡
1307,浙商银行,16,625821,贷记卡
1308,浙商银行天津分行,19,6223091100,借记卡
1309,浙商银行上海分行,19,6223092900,借记卡
1310,浙商银行营业部,19,6223093310,借记卡
1311,浙商银行宁波分行,19,6223093320,借记卡
1312,浙商银行温州分行,19,6223093330,借记卡
1313,浙商银行绍兴分行,19,6223093370,借记卡
1314,浙商银行义乌分行,19,6223093380,借记卡
1315,浙商银行成都分行,19,6223096510,借记卡
1316,浙商银行西安分行,19,6223097910,借记卡
1317,渤海银行,16,621268,借记卡
1318,渤海银行,16,622884,借记卡
1319,渤海银行,16,621453,借记卡
1320,渤海银行,16,622684,借记卡
1321,渤海银行股份有限公司,16,625122,贷记卡
1322,平安银行,19,623269,借记卡
1323,花旗银行有限公司,16,621062,借记卡
1324,花旗银行有限公司,16,621063,借记卡
1325,花旗中国,16,625076,贷记卡
1326,花旗中国,16,625077,贷记卡
1327,花旗中国,16,625074,贷记卡
1328,花旗中国,16,625075,贷记卡
1329,东亚银行中国有限公司,19,622933,借记卡
1330,东亚银行中国有限公司,19,622938,借记卡
1331,东亚银行中国有限公司,19,623031,借记卡
1332,汇丰银有限公司,16,622946,借记卡
1333,汇丰银行（中国）,16,625102,贷记卡
1334,渣打银行中国有限公司,16,622942,借记卡
1335,渣打银行中国有限公司,16,622994,借记卡
1336,渣打银行,16,622583,贷记卡
1337,渣打银行,16,622584,贷记卡
1338,星展银行,19,621016,借记卡
1339,星展银行,19,621015,借记卡
1340,星展银行,19,623187,借记卡
1341,恒生银行,16,622950,借记卡
1342,恒生银行,16,622951,借记卡
1343,友利银行有限公司,19,621060,借记卡
1344,友利银行有限公司,19,623551,借记卡
1345,新韩银行,19,621072,借记卡
1346,新韩银行,19,623630,借记卡
1347,韩亚银行（中国）,16,621201,借记卡
1348,韩亚银行（中国）,16,623513,借记卡
1349,华侨永亨银行（中国）,16,621077,借记卡
1350,华侨永亨银行（中国）,18,621298,借记卡
1351,南洋商业银行（中国）,19,621213,借记卡
1352,南洋商业银行（中国）,19,621289,借记卡
1353,南洋商业银行（中国）,19,621290,借记卡
1354,南洋商业银行（中国）,19,621291,借记卡
1355,南洋商业银行（中国）,19,621292,借记卡
1356,南洋商业银行（中国）,19,623555,借记卡
1357,法国兴业银行（中国）,16,621245,借记卡
1358,大华银行（中国）,19,621328,借记卡
1359,大华银行（中国）,19,623176,借记卡
1360,大新银行（中国）,16,621277,借记卡
1361,企业银行（中国）,19,621651,借记卡
1362,企业银行（中国）,19,62326516,借记卡
1363,华商银行,19,623163,借记卡
1364,中德住房储蓄银行,19,623526,借记卡
1365,富邦华一银行,19,623565,借记卡
1366,深圳前海微众银行,19,623633,借记卡
1367,天津金城银行,18,623616,借记卡
1368,上海华瑞银行股份有限公司,19,623622,借记卡
1369,温州民商,19,623632,借记卡
1370,上海银行,18,623183,借记卡
1371,上海银行,18,623185,借记卡
1372,上海银行,18,621005,借记卡
1373,上海银行,18,622172,借记卡
1374,上海银行,18,622985,借记卡
1375,上海银行,18,622987,借记卡
1376,上海银行,18,622267,借记卡
1377,上海银行,18,622278,借记卡
1378,上海银行,18,622279,借记卡
1379,上海银行,18,622468,借记卡
1380,上海银行,18,622892,借记卡
1381,上海银行,18,940021,借记卡
1382,上海银行,18,621050,借记卡
1383,上海银行,18,620522,借记卡
1384,上海银行,18,621243,借记卡
1385,上海银行,16,356827,贷记卡
1386,上海银行,16,356828,贷记卡
1387,上海银行,16,356830,贷记卡
1388,上海银行,16,402673,贷记卡
1389,上海银行,16,402674,贷记卡
1390,上海银行,16,438600,借记卡
1391,上海银行,16,486466,贷记卡
1392,上海银行,16,519498,贷记卡
1393,上海银行,16,520131,贷记卡
1394,上海银行,16,524031,贷记卡
1395,上海银行,16,548838,贷记卡
1396,上海银行,16,622148,贷记卡
1397,上海银行,16,622149,贷记卡
1398,上海银行,16,622268,贷记卡
1399,上海银行,16,356829,贷记卡
1400,上海银行,16,622300,贷记卡
1401,上海银行,16,628230,贷记卡
1402,上海银行,16,622269,贷记卡
1403,上海银行,16,625099,贷记卡
1404,上海银行,16,625953,贷记卡
1405,上海银行,16,625350,贷记卡
1406,上海银行,16,625351,贷记卡
1407,上海银行,16,625352,贷记卡
1408,上海银行,16,519961,贷记卡
1409,上海银行,16,625839,贷记卡
1410,上海银行,16,625180,贷记卡
1411,厦门银行股份有限公司,16,622393,借记卡
1412,厦门银行股份有限公司,18,6886592,借记卡
1413,厦门银行股份有限公司,16,940023,借记卡
1414,厦门银行股份有限公司,19,623019,借记卡
1415,厦门银行股份有限公司,19,621600,借记卡
1416,北京银行,16,421317,借记卡
1417,北京银行,16,602969,借记卡
1418,北京银行,16,621030,借记卡
1419,北京银行,16,621420,借记卡
1420,北京银行,16,621468,借记卡
1421,北京银行,16,623111,借记卡
1422,北京银行,16,422160,借记卡
1423,北京银行,16,422161,借记卡
1424,北京银行,19,623561,借记卡
1425,北京银行,19,623562,借记卡
1426,烟台银行,19,623533,借记卡
1427,福建海峡银行股份有限公司,16,622388,借记卡
1428,福建海峡银行股份有限公司,18,621267,借记卡
1429,福建海峡银行股份有限公司,18,620043,预付费卡
1430,福建海峡银行股份有限公司,18,623063,借记卡
1431,福建海峡银行股份有限公司,18,621664,借记卡
1432,福建海峡银行,16,628360,贷记卡
1433,福建海峡银行,16,622695,贷记卡
1434,吉林银行,19,622865,借记卡
1435,吉林银行,16,940012,借记卡
1436,吉林银行,16,622178,贷记卡
1437,吉林银行,16,622179,贷记卡
1438,吉林银行,16,628358,贷记卡
1439,吉林银行,19,623131,借记卡
1440,镇江市商业银行,16,622394,借记卡
1441,镇江市商业银行,16,940025,借记卡
1442,宁波银行,16,621279,借记卡
1443,宁波银行,16,622281,借记卡
1444,宁波银行,16,622316,借记卡
1445,宁波银行,16,940022,借记卡
1446,宁波银行,19,621418,借记卡
1447,宁波银行,19,620533,预付费卡
1448,宁波银行,19,623252,借记卡
1449,平安银行,19,621626,借记卡
1450,平安银行,19,623058,借记卡
1451,平安银行,16,602907,借记卡
1452,平安银行,16,622986,借记卡
1453,平安银行,16,622989,借记卡
1454,平安银行,16,622298,借记卡
1455,焦作中旅银行,19,622338,借记卡
1456,焦作中旅银行,16,940032,借记卡
1457,焦作中旅银行,19,623205,借记卡
1458,焦作中旅银行,19,623511,借记卡
1459,温州银行,16,621977,借记卡
1460,温州银行,19,623112,借记卡
1461,温州银行,19,623578,借记卡
1462,温州银行,19,62326531,借记卡
1463,广州银行股份有限公司,19,603445,借记卡
1464,广州银行股份有限公司,19,622467,借记卡
1465,广州银行股份有限公司,19,940016,借记卡
1466,广州银行股份有限公司,19,621463,借记卡
1467,汉口银行,18,990027,借记卡
1468,汉口银行,16,622325,借记卡
1469,汉口银行,16,623029,借记卡
1470,汉口银行,16,623105,借记卡
1471,汉口银行,16,62326510,借记卡
1472,龙江银行股份有限公司,16,622475,借记卡
1473,盛京银行,16,621244,借记卡
1474,盛京银行,16,623081,借记卡
1475,盛京银行,16,623108,借记卡
1476,盛京银行,18,566666,借记卡
1477,盛京银行,19,622455,借记卡
1478,盛京银行,19,940039,借记卡
1479,盛京银行,16,622955,借记卡
1480,盛京银行,16,622466,贷记卡
1481,盛京银行,16,628285,贷记卡
1482,盛京银行,16,625811,贷记卡
1483,洛阳银行,17,940041,借记卡
1484,洛阳银行,17,622420,借记卡
1485,洛阳银行,19,623118,借记卡
1486,辽阳银行股份有限公司,17,622399,借记卡
1487,辽阳银行股份有限公司,17,940043,借记卡
1488,辽阳银行股份有限公司,16,628309,贷记卡
1489,辽阳银行股份有限公司,19,623151,借记卡
1490,大连银行,17,603708,借记卡
1491,大连银行,19,622993,借记卡
1492,大连银行,19,623070,借记卡
1493,大连银行,19,623069,借记卡
1494,大连银行,19,623172,借记卡
1495,大连银行,19,623173,借记卡
1496,大连银行,16,622383,贷记卡
1497,大连银行,16,622385,贷记卡
1498,大连银行,16,628299,贷记卡
1499,苏州市商业银行,19,603506,借记卡
1500,河北银行股份有限公司,19,622498,借记卡
1501,河北银行股份有限公司,19,622499,借记卡
1502,河北银行股份有限公司,19,940046,借记卡
1503,河北银行股份有限公司,19,623000,借记卡
1504,河北银行,19,623582,借记卡
1505,杭州商业银行,18,603367,借记卡
1506,杭州商业银行,18,622878,借记卡
1507,杭州商业银行,18,623061,借记卡
1508,杭州商业银行,18,623209,借记卡
1509,杭州商业银行,18,62326513,借记卡
1510,杭州商业银行,19,62326527,借记卡
1511,南京银行,16,628242,贷记卡
1512,南京银行,16,622595,贷记卡
1513,南京银行,16,622303,贷记卡
1514,南京银行,16,622305,借记卡
1515,南京银行,16,621259,借记卡
1516,南京银行,16,622596,贷记卡
1517,东莞市商业银行,16,622333,借记卡
1518,东莞市商业银行,16,940050,借记卡
1519,东莞市商业银行,19,621439,借记卡
1520,东莞市商业银行,19,623010,借记卡
1521,金华银行股份有限公司,16,940051,借记卡
1522,金华银行股份有限公司,16,628204,贷记卡
1523,金华银行股份有限公司,16,622449,借记卡
1524,金华银行股份有限公司,16,623067,借记卡
1525,金华银行股份有限公司,16,622450,贷记卡
1526,乌鲁木齐银行,19,621751,借记卡
1527,乌鲁木齐银行,16,628278,贷记卡
1528,乌鲁木齐银行,16,625502,贷记卡
1529,乌鲁木齐银行,16,625503,准贷记卡
1530,乌鲁木齐银行,16,625135,准贷记卡
1531,乌鲁木齐银行,16,622476,贷记卡
1532,乌鲁木齐银行,16,625155,贷记卡
1533,乌鲁木齐银行,19,621754,借记卡
1534,乌鲁木齐银行,19,622143,借记卡
1535,乌鲁木齐银行,19,940001,借记卡
1536,绍兴银行股份有限公司,16,622486,借记卡
1537,绍兴银行股份有限公司,18,603602,借记卡
1538,绍兴银行,16,623026,借记卡
1539,绍兴银行,16,623086,借记卡
1540,绍兴银行,16,628291,贷记卡
1541,成都商业银行,19,621532,借记卡
1542,成都商业银行,19,621482,借记卡
1543,成都商业银行,19,622135,借记卡
1544,成都商业银行,19,622152,借记卡
1545,成都商业银行,19,622153,借记卡
1546,成都商业银行,19,622154,借记卡
1547,成都商业银行,19,622996,借记卡
1548,成都商业银行,19,622997,借记卡
1549,成都商业银行,19,940027,借记卡
1550,抚顺银行股份有限公司,18,940053,借记卡
1551,抚顺银行股份有限公司,17,622442,借记卡
1552,抚顺银行股份有限公司,19,622442,借记卡
1553,抚顺银行,19,623099,借记卡
1554,抚顺银行,16,628302,贷记卡
1555,临商银行,19,623007,借记卡
1556,宜昌市商业银行,17,940055,借记卡
1557,宜昌市商业银行,16,622397,贷记卡
1558,葫芦岛市商业银行,16,622398,借记卡
1559,葫芦岛市商业银行,16,940054,借记卡
1560,葫芦岛银行,16,623598,借记卡
1561,天津银行,16,628205,贷记卡
1562,郑州银行股份有限公司,19,622421,借记卡
1563,郑州银行股份有限公司,17,940056,借记卡
1564,郑州银行股份有限公司,19,623531,借记卡
1565,郑州银行股份有限公司,16,96828,借记卡
1566,宁夏银行,16,628214,贷记卡
1567,宁夏银行,16,625529,贷记卡
1568,宁夏银行,16,625335,贷记卡
1569,宁夏银行,16,622428,贷记卡
1570,宁夏银行,19,621529,借记卡
1571,宁夏银行,19,622429,借记卡
1572,宁夏银行,19,621417,借记卡
1573,宁夏银行,19,623089,借记卡
1574,宁夏银行,19,623200,借记卡
1575,珠海华润银行股份有限公司,19,622363,借记卡
1576,珠海华润银行股份有限公司,19,940048,借记卡
1577,珠海华润银行股份有限公司,19,621455,借记卡
1578,齐商银行,17,940057,借记卡
1579,齐商银行,17,622311,借记卡
1580,齐商银行,19,623119,借记卡
1581,锦州银行股份有限公司,17,622990,借记卡
1582,锦州银行股份有限公司,17,940003,借记卡
1583,锦州银行股份有限公司,19,623568,借记卡
1584,徽商银行,19,622877,借记卡
1585,徽商银行,19,622879,借记卡
1586,徽商银行,17,603601,借记卡
1587,徽商银行,19,623291,借记卡
1588,徽商银行,19,621775,借记卡
1589,徽商银行,19,623203,借记卡
1590,徽商银行芜湖分行,17,622137,借记卡
1591,徽商银行马鞍山分行,17,622327,借记卡
1592,徽商银行淮北分行,17,622340,借记卡
1593,徽商银行安庆分行,17,622366,借记卡
1594,重庆银行,16,623016,借记卡
1595,重庆银行,19,623096,借记卡
1596,重庆银行,16,622134,借记卡
1597,重庆银行,16,940018,借记卡
1598,重庆银行,16,9896,借记卡
1599,哈尔滨银行,18,940049,借记卡
1600,哈尔滨银行,17,622425,借记卡
1601,哈尔滨银行,19,622425,借记卡
1602,哈尔滨银行,19,621577,借记卡
1603,哈尔滨银行,19,62326501,借记卡
1604,贵阳银行股份有限公司,19,622133,借记卡
1605,贵阳银行股份有限公司,16,888,借记卡
1606,贵阳银行股份有限公司,19,622170,借记卡
1607,贵阳银行股份有限公司,19,621735,借记卡
1608,贵阳银行股份有限公司,19,62326519,借记卡
1609,贵阳银行股份有限公司,19,621552,借记卡
1610,西安银行股份有限公司,18,622981,借记卡
1611,西安银行股份有限公司,18,623165,借记卡
1612,西安银行股份有限公司,18,622136,借记卡
1613,西安银行股份有限公司,18,623277,借记卡
1614,无锡市商业银行,16,60326500,借记卡
1615,无锡市商业银行,18,60326513,借记卡
1616,无锡市商业银行,18,622485,借记卡
1617,丹东银行股份有限公司,16,622415,借记卡
1618,丹东银行股份有限公司,16,940060,借记卡
1619,丹东银行,19,623098,借记卡
1620,丹东银行,16,628329,贷记卡
1621,丹东银行,16,625190,贷记卡
1622,兰州银行股份有限公司,16,622139,借记卡
1623,兰州银行股份有限公司,16,940040,借记卡
1624,兰州银行股份有限公司,19,621242,借记卡
1625,兰州银行股份有限公司,19,621496,借记卡
1626,兰州银行股份有限公司,19,623129,借记卡
1627,兰州银行股份有限公司,19,623275,借记卡
1628,兰州银行,19,621538,借记卡
1629,兰州银行股份有限公司,19,623541,借记卡
1630,江西银行,17,940006,借记卡
1631,江西银行,16,621269,借记卡
1632,江西银行,16,622275,借记卡
1633,江西银行,18,621359,借记卡
1634,江西银行,16,62326522,借记卡
1635,晋商银行,19,621216,借记卡
1636,晋商银行,17,622465,借记卡
1637,晋商银行,17,940031,借记卡
1638,晋商银行,19,623179,借记卡
1639,青岛银行,16,621252,借记卡
1640,青岛银行,16,622146,借记卡
1641,青岛银行,16,940061,借记卡
1642,青岛银行,19,621419,借记卡
1643,青岛银行,19,623170,借记卡
1644,青岛银行,19,620551,预付费卡
1645,吉林银行,16,622440,借记卡
1646,吉林银行,16,940047,借记卡
1647,南通商业银行,18,69580,借记卡
1648,南通商业银行,18,940017,借记卡
1649,南通商业银行,16,622418,借记卡
1650,九江银行股份有限公司,19,622307,借记卡
1651,九江银行股份有限公司,19,622162,借记卡
1652,九江银行股份有限公司,19,623146,借记卡
1653,日照银行,19,623077,借记卡
1654,鞍山银行,16,940002,借记卡
1655,鞍山银行,16,622413,借记卡
1656,鞍山银行,16,623188,借记卡
1657,秦皇岛银行股份有限公司,19,621237,借记卡
1658,秦皇岛银行股份有限公司,19,62249802,借记卡
1659,秦皇岛银行股份有限公司,19,94004602,借记卡
1660,秦皇岛银行股份有限公司,19,623003,借记卡
1661,秦皇岛银行,16,628357,贷记卡
1662,青海银行,17,622310,借记卡
1663,青海银行,17,940068,借记卡
1664,青海银行,17,623599,借记卡
1665,青海银行,17,623670,借记卡
1666,台州银行,16,622321,贷记卡
1667,台州银行,16,625001,准贷记卡
1668,台州银行,16,622427,借记卡
1669,台州银行,17,940069,借记卡
1670,台州银行,19,623039,借记卡
1671,台州银行,16,628273,贷记卡
1672,盐城商行,16,940070,借记卡
1673,长沙银行股份有限公司,18,694301,借记卡
1674,长沙银行股份有限公司,19,940071,借记卡
1675,长沙银行股份有限公司,19,622368,借记卡
1676,长沙银行股份有限公司,19,621446,借记卡
1677,长沙银行股份有限公司,16,625901,贷记卡
1678,长沙银行股份有限公司,16,622898,贷记卡
1679,长沙银行股份有限公司,16,622900,贷记卡
1680,长沙银行股份有限公司,16,628281,贷记卡
1681,长沙银行股份有限公司,16,628282,贷记卡
1682,长沙银行股份有限公司,16,622806,贷记卡
1683,长沙银行股份有限公司,16,628283,贷记卡
1684,长沙银行股份有限公司,19,620519,预付费卡
1685,长沙银行股份有限公司,19,621739,借记卡
1686,赣州银行股份有限公司,19,622967,借记卡
1687,赣州银行股份有限公司,19,940073,借记卡
1688,赣州银行股份有限公司,19,623127,借记卡
1689,泉州银行,19,622370,借记卡
1690,泉州银行,18,683970,借记卡
1691,泉州银行,18,940074,借记卡
1692,泉州银行,19,621437,借记卡
1693,泉州银行,16,628319,贷记卡
1694,营口银行股份有限公司,17,622400,借记卡
1695,营口银行股份有限公司,19,623177,借记卡
1696,昆明商业银行,17,622308,借记卡
1697,昆明商业银行,19,621415,借记卡
1698,昆明商业银行,18,990871,借记卡
1699,阜新银行股份有限公司,18,622126,借记卡
1700,阜新银行,18,623166,借记卡
1701,嘉兴银行,16,622132,借记卡
1702,廊坊银行,16,621340,借记卡
1703,廊坊银行,16,621341,借记卡
1704,廊坊银行,16,623073,借记卡
1705,廊坊银行,16,622140,借记卡
1706,泰隆城市信用社,16,622141,借记卡
1707,泰隆城市信用社,19,621480,借记卡
1708,内蒙古银行,19,622147,借记卡
1709,内蒙古银行,19,621633,借记卡
1710,内蒙古银行,19,623057,借记卡
1711,内蒙古银行,19,62326525,借记卡
1712,湖州市商业银行,19,622301,借记卡
1713,湖州市商业银行,19,623171,借记卡
1714,沧州银行股份有限公司,19,621266,借记卡
1715,沧州银行股份有限公司,19,62249804,借记卡
1716,沧州银行股份有限公司,19,94004604,借记卡
1717,沧州银行,19,621422,借记卡
1718,沧州银行,16,628395,贷记卡
1719,南宁市商业银行,16,622335,借记卡
1720,包商银行,17,622336,借记卡
1721,包商银行,17,621760,借记卡
1722,包商银行,17,623273,借记卡
1723,包商银行,19,623592,借记卡
1724,包商银行,19,623631,借记卡
1725,包商银行,16,622165,借记卡
1726,包商银行,16,628295,贷记卡
1727,包商银行,16,625950,贷记卡
1728,包商银行,16,623210,贷记卡
1729,包商银行,16,625359,贷记卡
1730,包商银行,16,622315,贷记卡
1731,连云港市商业银行,16,622337,借记卡
1732,威海商业银行,16,622411,借记卡
1733,威海商业银行,19,623102,借记卡
1734,攀枝花市商业银行,19,622342,借记卡
1735,攀枝花市商业银行,19,623048,借记卡
1736,绵阳市商业银行,19,622367,借记卡
1737,泸州市商业银行,19,622392,借记卡
1738,泸州市商业银行,19,623085,借记卡
1739,大同银行,19,622395,借记卡
1740,大同银行,19,622925,借记卡
1741,广东南粤银行,19,623595,借记卡
1742,广东南粤银行,16,622448,借记卡
1743,张家口银行,19,622982,借记卡
1744,张家口市商业银行,19,621413,借记卡
1745,桂林市商业银行,17,622856,借记卡
1746,桂林市商业银行,17,623221,借记卡
1747,龙江银行,19,621097,借记卡
1748,龙江银行,19,621588,借记卡
1749,龙江银行,16,622860,借记卡
1750,龙江银行,19,622644,借记卡
1751,龙江银行,19,623032,借记卡
1752,龙江银行,19,62326503,借记卡
1753,龙江银行,19,623518,借记卡
1754,龙江银行,19,623216,借记卡
1755,龙江银行,19,621037,借记卡
1756,江苏长江商业银行,16,622870,借记卡
1757,江苏长江商业银行,16,623150,借记卡
1758,徐州市商业银行,16,622866,借记卡
1759,柳州银行股份有限公司,18,622292,借记卡
1760,柳州银行股份有限公司,18,622291,借记卡
1761,柳州银行股份有限公司,18,621412,借记卡
1762,柳州银行股份有限公司,16,622880,借记卡
1763,柳州银行股份有限公司,16,622881,借记卡
1764,柳州银行股份有限公司,16,620118,预付费卡
1765,南充市商业银行,19,623072,借记卡
1766,南充市商业银行,19,622897,借记卡
1767,南充市商业银行,19,623285,借记卡
1768,莱商银行,16,628279,贷记卡
1769,莱芜银行,16,622864,借记卡
1770,莱商银行,19,621403,借记卡
1771,德阳银行,19,622561,借记卡
1772,德阳银行,19,622562,借记卡
1773,德阳银行,19,622563,借记卡
1774,德阳银行,19,623137,借记卡
1775,德阳银行,19,623264,借记卡
1776,唐山银行,19,622167,借记卡
1777,唐山银行,19,623193,借记卡
1778,曲靖市商业银行,16,622777,借记卡
1779,曲靖市商业银行,16,621497,借记卡
1780,晋城银行股份有限公司,19,622532,借记卡
1781,晋城银行股份有限公司,19,623197,借记卡
1782,东莞商行,16,622888,贷记卡
1783,东莞商行,16,628398,贷记卡
1784,温州银行,16,622868,贷记卡
1785,温州银行,16,622899,贷记卡
1786,温州银行,16,628255,贷记卡
1787,温州银行,16,625988,贷记卡
1788,汉口银行,16,622625,贷记卡
1789,汉口银行,16,622626,贷记卡
1790,汉口银行,16,625946,贷记卡
1791,汉口银行,16,628200,贷记卡
1792,汉口银行,16,622566,贷记卡
1793,汉口银行,16,622567,贷记卡
1794,江苏银行,19,621076,借记卡
1795,江苏银行,16,504923,借记卡
1796,江苏银行,19,622173,借记卡
1797,江苏银行,16,622422,借记卡
1798,江苏银行,16,622447,借记卡
1799,江苏银行,19,622131,借记卡
1800,江苏银行,16,940076,借记卡
1801,江苏银行,19,622876,借记卡
1802,江苏银行,19,622873,借记卡
1803,江苏银行,19,621579,借记卡
1804,江苏银行,19,623279,借记卡
1805,平安银行股份有限公司,16,531659,贷记卡
1806,平安银行股份有限公司,16,622157,贷记卡
1807,平安银行股份有限公司,16,435744,贷记卡
1808,平安银行股份有限公司,16,435745,贷记卡
1809,平安银行股份有限公司,16,483536,贷记卡
1810,平安银行股份有限公司,16,622525,贷记卡
1811,平安银行股份有限公司,16,622526,贷记卡
1812,平安银行股份有限公司,16,998801,贷记卡
1813,平安银行股份有限公司,16,998802,贷记卡
1814,平安银行股份有限公司,16,528020,贷记卡
1815,平安银行股份有限公司,16,622155,贷记卡
1816,平安银行股份有限公司,16,622156,贷记卡
1817,平安银行股份有限公司,16,526855,贷记卡
1818,平安银行股份有限公司,16,356869,贷记卡
